ID	Age	English	BornInUK	Country	Sex	Condition	QuestionNo	REALQno	Answer	Psaid	CorrectAnswer	correctYN	Correct	Confidence	SecondAnswer	Switched	SaidYes	SaidNo	MajSaid	MajCorrect	MajDiffered	noDisagreed
46	5	5	2	India	2	1	19	19	1	yes	1	yes	1	4	1	0	4	8	no	0	1	8
46	5	5	2	India	2	1	24	24	2	no	2	no	1	4	2	0	8	4	yes	0	1	8
47	5	5	2	Malaysia	1	1	2	8	1	yes	2	no	0	4	2	1	0	12	no	1	1	12
47	5	5	2	Malaysia	1	1	9	7	2	no	1	yes	0	3	2	0	10	2	yes	1	1	10
47	5	5	2	Malaysia	1	1	10	9	1	yes	1	yes	1	6	1	0	4	8	no	0	1	8
47	5	5	2	Malaysia	1	1	11	10	2	no	2	no	1	4	2	0	12	0	yes	0	1	12
47	5	5	2	Malaysia	1	1	13	12	2	no	2	no	1	6	2	0	10	2	yes	0	1	10
47	5	5	2	Malaysia	1	1	14	13	1	yes	1	yes	1	6	1	0	0	12	no	0	1	12
47	5	5	2	Malaysia	1	1	15	14	2	no	2	no	1	6	2	0	12	0	yes	0	1	12
47	5	5	2	Malaysia	1	1	16	15	1	yes	1	yes	1	5	1	0	2	10	no	0	1	10
47	5	5	2	Malaysia	1	1	19	19	1	yes	1	yes	1	6	1	0	2	10	no	0	1	10
47	5	5	2	Malaysia	1	1	20	20	2	no	2	no	1	4	2	0	10	2	yes	0	1	10
47	5	5	2	Malaysia	1	1	21	21	1	yes	1	yes	1	6	1	0	4	8	no	0	1	8
47	5	5	2	Malaysia	1	1	22	22	2	no	2	no	1	6	2	0	8	4	yes	0	1	8
47	5	5	2	Malaysia	1	1	23	23	2	no	1	yes	0	6	2	0	12	0	yes	1	1	12
47	5	5	2	Malaysia	1	1	24	24	2	no	2	no	1	6	2	0	12	0	yes	0	1	12
48	5	4	2	Zimbabwe	2	2	1	3	2	no	1	yes	0	5	1	1	10	2	yes	1	1	10
48	5	4	2	Zimbabwe	2	2	2	8	1	yes	2	no	0	3	2	1	0	12	no	1	1	12
48	5	4	2	Zimbabwe	2	2	3	18	1	yes	2	no	0	3	2	1	4	8	no	1	1	8
48	5	4	2	Zimbabwe	2	2	4	1	1	yes	1	yes	1	4	2	1	0	12	no	0	1	12
48	5	4	2	Zimbabwe	2	2	5	2	1	yes	2	no	0	3	2	1	0	12	no	1	1	12
48	5	4	2	Zimbabwe	2	2	6	4	2	no	2	no	1	4	1	1	12	0	yes	0	1	12
48	5	4	2	Zimbabwe	2	2	7	5	1	yes	1	yes	1	5	1	0	4	8	no	0	1	8
48	5	4	2	Zimbabwe	2	2	9	7	1	yes	1	yes	1	4	1	0	2	10	no	0	1	10
48	5	4	2	Zimbabwe	2	2	10	9	1	yes	1	yes	1	4	1	0	2	10	no	0	1	10
48	5	4	2	Zimbabwe	2	2	11	10	2	no	2	no	1	5	2	0	8	4	yes	0	1	8
48	5	4	2	Zimbabwe	2	2	12	11	1	yes	1	yes	1	4	1	0	4	8	no	0	1	8
48	5	4	2	Zimbabwe	2	2	13	12	1	yes	2	no	0	5	1	0	0	12	no	1	1	12
48	5	4	2	Zimbabwe	2	2	14	13	1	yes	1	yes	1	3	2	1	2	10	no	0	1	10
48	5	4	2	Zimbabwe	2	2	18	17	2	no	1	yes	0	6	2	0	8	4	yes	1	1	8
48	5	4	2	Zimbabwe	2	2	21	21	2	no	1	yes	0	3	1	1	10	2	yes	1	1	10
48	5	4	2	Zimbabwe	2	2	22	22	1	yes	2	no	0	3	2	1	2	10	no	1	1	10
49	5	6	2	China	2	2	2	8	1	yes	2	no	0	4	1	0	0	12	no	1	1	12
49	5	6	2	China	2	2	4	1	1	yes	1	yes	1	2	1	0	0	12	no	0	1	12
49	5	6	2	China	2	2	5	2	2	no	2	no	1	6	2	0	12	0	yes	0	1	12
49	5	6	2	China	2	2	7	5	1	yes	1	yes	1	3	1	0	4	8	no	0	1	8
49	5	6	2	China	2	2	8	6	2	no	2	no	1	6	2	0	8	4	yes	0	1	8
49	5	6	2	China	2	2	9	7	1	yes	1	yes	1	4	1	0	2	10	no	0	1	10
49	5	6	2	China	2	2	11	10	2	no	2	no	1	4	2	0	10	2	yes	0	1	10
49	5	6	2	China	2	2	12	11	1	yes	1	yes	1	4	1	0	4	8	no	0	1	8
49	5	6	2	China	2	2	14	13	1	yes	1	yes	1	4	1	0	2	10	no	0	1	10
49	5	6	2	China	2	2	15	14	2	no	2	no	1	5	2	0	12	0	yes	0	1	12
49	5	6	2	China	2	2	16	15	1	yes	1	yes	1	2	1	0	4	8	no	0	1	8
49	5	6	2	China	2	2	17	16	2	no	2	no	1	6	2	0	12	0	yes	0	1	12
49	5	6	2	China	2	2	22	22	2	no	2	no	1	6	2	0	8	4	yes	0	1	8
49	5	6	2	China	2	2	24	24	2	no	2	no	1	6	2	0	10	2	yes	0	1	10
50	5	5	2	Hong Kong	1	1	3	18	1	yes	2	no	0	3	1	0	4	8	no	1	1	8
50	5	5	2	Hong Kong	1	1	6	4	2	no	2	no	1	6	2	0	12	0	yes	0	1	12
50	5	5	2	Hong Kong	1	1	9	7	1	yes	1	yes	1	4	1	0	0	12	no	0	1	12
50	5	5	2	Hong Kong	1	1	16	15	1	yes	1	yes	1	3	1	0	2	10	no	0	1	10
50	5	5	2	Hong Kong	1	1	18	17	1	yes	1	yes	1	5	1	0	4	8	no	0	1	8
50	5	5	2	Hong Kong	1	1	19	19	2	no	1	yes	0	4	2	0	8	4	yes	1	1	8
50	5	5	2	Hong Kong	1	1	21	21	1	yes	1	yes	1	4	1	0	0	12	no	0	1	12
50	5	5	2	Hong Kong	1	1	22	22	2	no	2	no	1	4	2	0	12	0	yes	0	1	12
50	5	5	2	Hong Kong	1	1	23	23	2	no	1	yes	0	5	2	0	12	0	yes	1	1	12
51	5	6	2	Lithuania	1	1	3	18	1	yes	2	no	0	6	1	0	4	8	no	1	1	8
51	5	6	2	Lithuania	1	1	5	2	2	no	2	no	1	6	2	0	10	2	yes	0	1	10
51	5	6	2	Lithuania	1	1	7	5	1	yes	1	yes	1	6	1	0	2	10	no	0	1	10
51	5	6	2	Lithuania	1	1	8	6	2	no	2	no	1	6	2	0	10	2	yes	0	1	10
51	5	6	2	Lithuania	1	1	9	7	1	yes	1	yes	1	5	1	0	4	8	no	0	1	8
51	5	6	2	Lithuania	1	1	10	9	1	yes	1	yes	1	6	1	0	4	8	no	0	1	8
51	5	6	2	Lithuania	1	1	12	11	1	yes	1	yes	1	4	1	0	2	10	no	0	1	10
51	5	6	2	Lithuania	1	1	14	13	1	yes	1	yes	1	3	1	0	0	12	no	0	1	12
51	5	6	2	Lithuania	1	1	17	16	2	no	2	no	1	6	2	0	8	4	yes	0	1	8
51	5	6	2	Lithuania	1	1	18	17	1	yes	1	yes	1	1	1	0	2	10	no	0	1	10
51	5	6	2	Lithuania	1	1	20	20	2	no	2	no	1	6	2	0	10	2	yes	0	1	10
52	5	6	2	Lithuania	2	2	1	3	2	no	1	yes	0	1	2	0	10	2	yes	1	1	10
52	5	6	2	Lithuania	2	2	2	8	1	yes	2	no	0	0	1	0	0	12	no	1	1	12
52	5	6	2	Lithuania	2	2	4	1	2	no	1	yes	0	0	2	0	10	2	yes	1	1	10
52	5	6	2	Lithuania	2	2	6	4	1	yes	2	no	0	0	1	0	2	10	no	1	1	10
52	5	6	2	Lithuania	2	2	7	5	2	no	1	yes	0	0	2	0	12	0	yes	1	1	12
52	5	6	2	Lithuania	2	2	8	6	1	yes	2	no	0	0	1	0	0	12	no	1	1	12
52	5	6	2	Lithuania	2	2	9	7	2	no	1	yes	0	0	2	0	8	4	yes	1	1	8
52	5	6	2	Lithuania	2	2	10	9	1	yes	1	yes	1	0	1	0	2	10	no	0	1	10
52	5	6	2	Lithuania	2	2	11	10	2	no	2	no	1	0	2	0	8	4	yes	0	1	8
52	5	6	2	Lithuania	2	2	12	11	1	yes	1	yes	1	0	1	0	0	12	no	0	1	12
52	5	6	2	Lithuania	2	2	16	15	2	no	1	yes	0	0	2	0	12	0	yes	1	1	12
52	5	6	2	Lithuania	2	2	17	16	1	yes	2	no	0	0	1	0	0	12	no	1	1	12
52	5	6	2	Lithuania	2	2	21	21	1	yes	1	yes	1	0	1	0	4	8	no	0	1	8
52	5	6	2	Lithuania	2	2	24	24	2	no	2	no	1	0	2	0	8	4	yes	0	1	8
53	5	6	2	China	2	1	4	1	1	yes	1	yes	1	4	1	0	2	10	no	0	1	10
53	5	6	2	China	2	1	8	6	2	no	2	no	1	6	2	0	12	0	yes	0	1	12
53	5	6	2	China	2	1	9	7	2	no	1	yes	0	2	2	0	10	2	yes	1	1	10
53	5	6	2	China	2	1	10	9	1	yes	1	yes	1	5	1	0	2	10	no	0	1	10
53	5	6	2	China	2	1	13	12	2	no	2	no	1	6	2	0	8	4	yes	0	1	8
53	5	6	2	China	2	1	14	13	2	no	1	yes	0	2	1	1	12	0	yes	1	1	12
53	5	6	2	China	2	1	15	14	2	no	2	no	1	6	2	0	8	4	yes	0	1	8
53	5	6	2	China	2	1	18	17	1	yes	1	yes	1	5	1	0	0	12	no	0	1	12
53	5	6	2	China	2	1	19	19	1	yes	1	yes	1	5	1	0	2	10	no	0	1	10
53	5	6	2	China	2	1	21	21	1	yes	1	yes	1	4	1	0	4	8	no	0	1	8
54	5	4	1		2	2	6	4	2	no	2	no	1	5	2	0	8	4	yes	0	1	8
54	5	4	1		2	2	8	6	2	no	2	no	1	6	2	0	8	4	yes	0	1	8
54	5	4	1		2	2	10	9	1	yes	1	yes	1	6	1	0	0	12	no	0	1	12
54	5	4	1		2	2	11	10	2	no	2	no	1	5	1	1	12	0	yes	0	1	12
54	5	4	1		2	2	12	11	2	no	1	yes	0	6	2	0	10	2	yes	1	1	10
54	5	4	1		2	2	13	12	2	no	2	no	1	4	2	0	10	2	yes	0	1	10
54	5	4	1		2	2	16	15	1	yes	1	yes	1	5	1	0	0	12	no	0	1	12
54	5	4	1		2	2	17	16	2	no	2	no	1	6	2	0	8	4	yes	0	1	8
54	5	4	1		2	2	19	19	1	yes	1	yes	1	6	1	0	4	8	no	0	1	8
54	5	4	1		2	2	20	20	2	no	2	no	1	6	2	0	8	4	yes	0	1	8
54	5	4	1		2	2	22	22	2	no	2	no	1	2	1	1	10	2	yes	0	1	10
54	5	4	1		2	2	23	23	1	yes	1	yes	1	1	2	1	4	8	no	0	1	8
54	5	4	1		2	2	24	24	2	no	2	no	1	6	2	0	8	4	yes	0	1	8
55	5	4	1		2	2	2	8	1	yes	2	no	0	3	1	0	0	12	no	1	1	12
55	5	4	1		2	2	4	1	1	yes	1	yes	1	4	1	0	4	8	no	0	1	8
55	5	4	1		2	2	5	2	2	no	2	no	1	4	2	0	8	4	yes	0	1	8
55	5	4	1		2	2	6	4	2	no	2	no	1	4	2	0	10	2	yes	0	1	10
55	5	4	1		2	2	7	5	1	yes	1	yes	1	6	1	0	0	12	no	0	1	12
55	5	4	1		2	2	11	10	2	no	2	no	1	4	2	0	8	4	yes	0	1	8
55	5	4	1		2	2	12	11	2	no	1	yes	0	4	2	0	8	4	yes	1	1	8
55	5	4	1		2	2	14	13	1	yes	1	yes	1	3	2	1	4	8	no	0	1	8
55	5	4	1		2	2	16	15	2	no	1	yes	0	2	1	1	8	4	yes	1	1	8
55	5	4	1		2	2	17	16	2	no	2	no	1	6	2	0	10	2	yes	0	1	10
55	5	4	1		2	2	19	19	1	yes	1	yes	1	5	2	1	0	12	no	0	1	12
55	5	4	1		2	2	24	24	2	no	2	no	1	5	2	0	12	0	yes	0	1	12
56	5	6	2	China	2	1	4	1	1	yes	1	yes	1	4	1	0	2	10	no	0	1	10
56	5	6	2	China	2	1	6	4	2	no	2	no	1	6	2	0	10	2	yes	0	1	10
56	5	6	2	China	2	1	7	5	1	yes	1	yes	1	5	1	0	0	12	no	0	1	12
56	5	6	2	China	2	1	8	6	2	no	2	no	1	6	2	0	10	2	yes	0	1	10
56	5	6	2	China	2	1	9	7	1	yes	1	yes	1	5	1	0	2	10	no	0	1	10
56	5	6	2	China	2	1	15	14	2	no	2	no	1	5	2	0	10	2	yes	0	1	10
56	5	6	2	China	2	1	16	15	2	no	1	yes	0	5	2	0	8	4	yes	1	1	8
56	5	6	2	China	2	1	17	16	2	no	2	no	1	5	2	0	12	0	yes	0	1	12
56	5	6	2	China	2	1	20	20	2	no	2	no	1	5	2	0	8	4	yes	0	1	8
57	5	4	2	United States of America	2	2	3	18	1	yes	2	no	0	4	1	0	4	8	no	1	1	8
57	5	4	2	United States of America	2	2	5	2	2	no	2	no	1	2	1	1	10	2	yes	0	1	10
57	5	4	2	United States of America	2	2	6	4	1	yes	2	no	0	4	1	0	0	12	no	1	1	12
57	5	4	2	United States of America	2	2	9	7	1	yes	1	yes	1	4	2	1	0	12	no	0	1	12
57	5	4	2	United States of America	2	2	10	9	1	yes	1	yes	1	6	1	0	4	8	no	0	1	8
57	5	4	2	United States of America	2	2	12	11	1	yes	1	yes	1	3	1	0	2	10	no	0	1	10
57	5	4	2	United States of America	2	2	13	12	2	no	2	no	1	6	2	0	8	4	yes	0	1	8
57	5	4	2	United States of America	2	2	15	14	2	no	2	no	1	4	2	0	12	0	yes	0	1	12
57	5	4	2	United States of America	2	2	19	19	1	yes	1	yes	1	4	1	0	4	8	no	0	1	8
57	5	4	2	United States of America	2	2	20	20	2	no	2	no	1	5	2	0	12	0	yes	0	1	12
57	5	4	2	United States of America	2	2	22	22	2	no	2	no	1	4	2	0	8	4	yes	0	1	8
58	5	5	2	Lithuania	2	1	4	1	1	yes	1	yes	1	1	2	1	4	8	no	0	1	8
58	5	5	2	Lithuania	2	1	6	4	2	no	2	no	1	4	2	0	10	2	yes	0	1	10
58	5	5	2	Lithuania	2	1	7	5	1	yes	1	yes	1	6	1	0	4	8	no	0	1	8
58	5	5	2	Lithuania	2	1	9	7	2	no	1	yes	0	3	2	0	10	2	yes	1	1	10
58	5	5	2	Lithuania	2	1	12	11	1	yes	1	yes	1	2	2	1	0	12	no	0	1	12
58	5	5	2	Lithuania	2	1	14	13	1	yes	1	yes	1	5	1	0	2	10	no	0	1	10
58	5	5	2	Lithuania	2	1	15	14	2	no	2	no	1	6	2	0	8	4	yes	0	1	8
58	5	5	2	Lithuania	2	1	16	15	1	yes	1	yes	1	4	1	0	2	10	no	0	1	10
58	5	5	2	Lithuania	2	1	22	22	2	no	2	no	1	1	1	1	10	2	yes	0	1	10
58	5	5	2	Lithuania	2	1	23	23	1	yes	1	yes	1	3	2	1	2	10	no	0	1	10
59	5	4	1		2	2	6	4	2	no	2	no	1	4	2	0	8	4	yes	0	1	8
59	5	4	1		2	2	7	5	2	no	1	yes	0	2	2	0	10	2	yes	1	1	10
59	5	4	1		2	2	8	6	2	no	2	no	1	5	2	0	10	2	yes	0	1	10
59	5	4	1		2	2	9	7	1	yes	1	yes	1	1	2	1	4	8	no	0	1	8
59	5	4	1		2	2	13	12	2	no	2	no	1	2	2	0	8	4	yes	0	1	8
59	5	4	1		2	2	14	13	1	yes	1	yes	1	2	2	1	2	10	no	0	1	10
59	5	4	1		2	2	23	23	2	no	1	yes	0	1	1	1	8	4	yes	1	1	8
60	5	4	1		2	2	2	8	1	yes	2	no	0	5	1	0	0	12	no	1	1	12
60	5	4	1		2	2	5	2	2	no	2	no	1	4	2	0	10	2	yes	0	1	10
60	5	4	1		2	2	9	7	1	yes	1	yes	1	4	1	0	0	12	no	0	1	12
60	5	4	1		2	2	10	9	1	yes	1	yes	1	3	1	0	2	10	no	0	1	10
60	5	4	1		2	2	13	12	2	no	2	no	1	0	1	1	10	2	yes	0	1	10
60	5	4	1		2	2	14	13	1	yes	1	yes	1	4	1	0	0	12	no	0	1	12
60	5	4	1		2	2	16	15	2	no	1	yes	0	3	2	0	8	4	yes	1	1	8
60	5	4	1		2	2	19	19	1	yes	1	yes	1	4	1	0	0	12	no	0	1	12
60	5	4	1		2	2	21	21	1	yes	1	yes	1	3	2	1	0	12	no	0	1	12
60	5	4	1		2	2	22	22	1	yes	2	no	0	3	1	0	2	10	no	1	1	10
60	5	4	1		2	2	24	24	2	no	2	no	1	3	1	1	10	2	yes	0	1	10
61	5	4	1		1	1	7	5	1	yes	1	yes	1	5	1	0	2	10	no	0	1	10
61	5	4	1		1	1	10	9	1	yes	1	yes	1	5	1	0	0	12	no	0	1	12
61	5	4	1		1	1	11	10	2	no	2	no	1	5	2	0	12	0	yes	0	1	12
61	5	4	1		1	1	12	11	1	yes	1	yes	1	5	1	0	4	8	no	0	1	8
61	5	4	1		1	1	14	13	1	yes	1	yes	1	4	1	0	4	8	no	0	1	8
61	5	4	1		1	1	15	14	2	no	2	no	1	5	2	0	10	2	yes	0	1	10
61	5	4	1		1	1	16	15	1	yes	1	yes	1	5	1	0	0	12	no	0	1	12
61	5	4	1		1	1	20	20	2	no	2	no	1	4	2	0	8	4	yes	0	1	8
61	5	4	1		1	1	21	21	2	no	1	yes	0	4	2	0	8	4	yes	1	1	8
61	5	4	1		1	1	23	23	1	yes	1	yes	1	5	1	0	0	12	no	0	1	12
61	5	4	1		1	1	24	24	2	no	2	no	1	6	2	0	12	0	yes	0	1	12
62	5	4	2	USA	2	2	4	1	1	yes	1	yes	1	4	1	0	0	12	no	0	1	12
62	5	4	2	USA	2	2	5	2	2	no	2	no	1	4	2	0	8	4	yes	0	1	8
62	5	4	2	USA	2	2	7	5	1	yes	1	yes	1	4	1	0	2	10	no	0	1	10
62	5	4	2	USA	2	2	8	6	2	no	2	no	1	6	2	0	12	0	yes	0	1	12
62	5	4	2	USA	2	2	10	9	1	yes	1	yes	1	6	1	0	4	8	no	0	1	8
62	5	4	2	USA	2	2	12	11	1	yes	1	yes	1	6	1	0	4	8	no	0	1	8
62	5	4	2	USA	2	2	16	15	1	yes	1	yes	1	5	1	0	2	10	no	0	1	10
62	5	4	2	USA	2	2	17	16	2	no	2	no	1	6	2	0	8	4	yes	0	1	8
62	5	4	2	USA	2	2	18	17	1	yes	1	yes	1	5	1	0	2	10	no	0	1	10
62	5	4	2	USA	2	2	19	19	1	yes	1	yes	1	5	1	0	2	10	no	0	1	10
62	5	4	2	USA	2	2	20	20	2	no	2	no	1	1	2	0	10	2	yes	0	1	10
62	5	4	2	USA	2	2	21	21	1	yes	1	yes	1	6	1	0	2	10	no	0	1	10
62	5	4	2	USA	2	2	24	24	2	no	2	no	1	5	2	0	12	0	yes	0	1	12
63	5	4	2	USA	2	1	3	18	1	yes	2	no	0	3	1	0	4	8	no	1	1	8
63	5	4	2	USA	2	1	4	1	2	no	1	yes	0	4	2	0	10	2	yes	1	1	10
63	5	4	2	USA	2	1	5	2	1	yes	2	no	0	2	1	0	4	8	no	1	1	8
63	5	4	2	USA	2	1	11	10	2	no	2	no	1	4	2	0	8	4	yes	0	1	8
63	5	4	2	USA	2	1	14	13	2	no	1	yes	0	0	2	0	8	4	yes	1	1	8
63	5	4	2	USA	2	1	15	14	2	no	2	no	1	4	2	0	12	0	yes	0	1	12
63	5	4	2	USA	2	1	17	16	2	no	2	no	1	4	2	0	10	2	yes	0	1	10
63	5	4	2	USA	2	1	18	17	1	yes	1	yes	1	3	1	0	0	12	no	0	1	12
63	5	4	2	USA	2	1	19	19	1	yes	1	yes	1	3	1	0	0	12	no	0	1	12
63	5	4	2	USA	2	1	20	20	2	no	2	no	1	0	1	1	8	4	yes	0	1	8
63	5	4	2	USA	2	1	21	21	2	no	1	yes	0	0	2	0	8	4	yes	1	1	8
63	5	4	2	USA	2	1	22	22	2	no	2	no	1	3	2	0	10	2	yes	0	1	10
63	5	4	2	USA	2	1	24	24	2	no	2	no	1	4	2	0	10	2	yes	0	1	10
64	5	5	2	Malaysia	1	1	5	2	2	no	2	no	1	2	1	1	12	0	yes	0	1	12
64	5	5	2	Malaysia	1	1	6	4	1	yes	2	no	0	4	1	0	2	10	no	1	1	10
64	5	5	2	Malaysia	1	1	7	5	1	yes	1	yes	1	5	1	0	4	8	no	0	1	8
64	5	5	2	Malaysia	1	1	9	7	1	yes	1	yes	1	3	1	0	4	8	no	0	1	8
64	5	5	2	Malaysia	1	1	10	9	1	yes	1	yes	1	6	1	0	0	12	no	0	1	12
64	5	5	2	Malaysia	1	1	11	10	1	yes	2	no	0	4	1	0	2	10	no	1	1	10
64	5	5	2	Malaysia	1	1	12	11	1	yes	1	yes	1	4	1	0	0	12	no	0	1	12
64	5	5	2	Malaysia	1	1	13	12	2	no	2	no	1	5	2	0	12	0	yes	0	1	12
64	5	5	2	Malaysia	1	1	16	15	1	yes	1	yes	1	5	1	0	0	12	no	0	1	12
64	5	5	2	Malaysia	1	1	17	16	2	no	2	no	1	6	2	0	8	4	yes	0	1	8
64	5	5	2	Malaysia	1	1	18	17	1	yes	1	yes	1	6	1	0	0	12	no	0	1	12
64	5	5	2	Malaysia	1	1	19	19	2	no	1	yes	0	0	1	1	12	0	yes	1	1	12
64	5	5	2	Malaysia	1	1	21	21	1	yes	1	yes	1	4	1	0	4	8	no	0	1	8
64	5	5	2	Malaysia	1	1	22	22	2	no	2	no	1	6	2	0	12	0	yes	0	1	12
64	5	5	2	Malaysia	1	1	23	23	1	yes	1	yes	1	4	1	0	4	8	no	0	1	8
65	2	4	2	Australia	2	2	3	18	1	yes	2	no	0	1	2	1	4	8	no	1	1	8
65	2	4	2	Australia	2	2	4	1	1	yes	1	yes	1	5	1	0	4	8	no	0	1	8
65	2	4	2	Australia	2	2	5	2	1	yes	2	no	0	1	2	1	2	10	no	1	1	10
65	2	4	2	Australia	2	2	8	6	2	no	2	no	1	6	2	0	12	0	yes	0	1	12
65	2	4	2	Australia	2	2	10	9	2	no	1	yes	0	6	2	0	12	0	yes	1	1	12
65	2	4	2	Australia	2	2	11	10	2	no	2	no	1	6	2	0	10	2	yes	0	1	10
65	2	4	2	Australia	2	2	12	11	1	yes	1	yes	1	4	1	0	0	12	no	0	1	12
65	2	4	2	Australia	2	2	13	12	1	yes	2	no	0	1	1	0	2	10	no	1	1	10
65	2	4	2	Australia	2	2	14	13	1	yes	1	yes	1	5	1	0	2	10	no	0	1	10
65	2	4	2	Australia	2	2	16	15	1	yes	1	yes	1	6	1	0	4	8	no	0	1	8
65	2	4	2	Australia	2	2	18	17	2	no	1	yes	0	6	2	0	8	4	yes	1	1	8
65	2	4	2	Australia	2	2	21	21	1	yes	1	yes	1	6	1	0	2	10	no	0	1	10
65	2	4	2	Australia	2	2	24	24	2	no	2	no	1	6	2	0	8	4	yes	0	1	8
66	5	5	2	Colombia	2	1	3	18	1	yes	2	no	0	5	1	0	4	8	no	1	1	8
66	5	5	2	Colombia	2	1	4	1	2	no	1	yes	0	1	2	0	8	4	yes	1	1	8
66	5	5	2	Colombia	2	1	5	2	1	yes	2	no	0	1	2	1	4	8	no	1	1	8
66	5	5	2	Colombia	2	1	6	4	1	yes	2	no	0	4	1	0	0	12	no	1	1	12
66	5	5	2	Colombia	2	1	7	5	1	yes	1	yes	1	6	1	0	0	12	no	0	1	12
66	5	5	2	Colombia	2	1	8	6	2	no	2	no	1	6	2	0	8	4	yes	0	1	8
66	5	5	2	Colombia	2	1	9	7	1	yes	1	yes	1	6	1	0	2	10	no	0	1	10
66	5	5	2	Colombia	2	1	11	10	2	no	2	no	1	2	1	1	10	2	yes	0	1	10
66	5	5	2	Colombia	2	1	12	11	1	yes	1	yes	1	3	1	0	2	10	no	0	1	10
66	5	5	2	Colombia	2	1	14	13	1	yes	1	yes	1	5	1	0	4	8	no	0	1	8
66	5	5	2	Colombia	2	1	15	14	2	no	2	no	1	6	2	0	8	4	yes	0	1	8
66	5	5	2	Colombia	2	1	17	16	2	no	2	no	1	6	2	0	12	0	yes	0	1	12
66	5	5	2	Colombia	2	1	19	19	1	yes	1	yes	1	4	2	1	4	8	no	0	1	8
66	5	5	2	Colombia	2	1	21	21	1	yes	1	yes	1	1	2	1	0	12	no	0	1	12
66	5	5	2	Colombia	2	1	22	22	2	no	2	no	1	6	2	0	10	2	yes	0	1	10
67	5	6	2	Poland	1	2	3	18	1	yes	2	no	0	5	1	0	4	8	no	1	1	8
67	5	6	2	Poland	1	2	5	2	2	no	2	no	1	6	2	0	8	4	yes	0	1	8
67	5	6	2	Poland	1	2	7	5	1	yes	1	yes	1	6	1	0	0	12	no	0	1	12
67	5	6	2	Poland	1	2	8	6	2	no	2	no	1	6	2	0	10	2	yes	0	1	10
67	5	6	2	Poland	1	2	9	7	1	yes	1	yes	1	4	1	0	0	12	no	0	1	12
67	5	6	2	Poland	1	2	12	11	1	yes	1	yes	1	6	1	0	4	8	no	0	1	8
67	5	6	2	Poland	1	2	13	12	2	no	2	no	1	6	2	0	12	0	yes	0	1	12
67	5	6	2	Poland	1	2	14	13	1	yes	1	yes	1	5	1	0	0	12	no	0	1	12
67	5	6	2	Poland	1	2	16	15	2	no	1	yes	0	4	1	1	12	0	yes	1	1	12
67	5	6	2	Poland	1	2	17	16	2	no	2	no	1	6	2	0	10	2	yes	0	1	10
67	5	6	2	Poland	1	2	18	17	1	yes	1	yes	1	5	1	0	2	10	no	0	1	10
67	5	6	2	Poland	1	2	19	19	1	yes	1	yes	1	6	1	0	2	10	no	0	1	10
67	5	6	2	Poland	1	2	20	20	2	no	2	no	1	6	2	0	12	0	yes	0	1	12
67	5	6	2	Poland	1	2	21	21	1	yes	1	yes	1	4	1	0	4	8	no	0	1	8
68	5	4	2	USA	1	2	6	4	2	no	2	no	1	6	2	0	10	2	yes	0	1	10
68	5	4	2	USA	1	2	8	6	2	no	2	no	1	6	2	0	8	4	yes	0	1	8
68	5	4	2	USA	1	2	9	7	1	yes	1	yes	1	5	1	0	2	10	no	0	1	10
68	5	4	2	USA	1	2	11	10	2	no	2	no	1	6	2	0	8	4	yes	0	1	8
68	5	4	2	USA	1	2	16	15	2	no	1	yes	0	2	2	0	10	2	yes	1	1	10
68	5	4	2	USA	1	2	17	16	2	no	2	no	1	6	2	0	12	0	yes	0	1	12
68	5	4	2	USA	1	2	19	19	1	yes	1	yes	1	6	1	0	4	8	no	0	1	8
68	5	4	2	USA	1	2	20	20	2	no	2	no	1	6	2	0	10	2	yes	0	1	10
68	5	4	2	USA	1	2	24	24	2	no	2	no	1	6	2	0	10	2	yes	0	1	10
69	5	5	2	Malaysia	1	1	4	1	1	yes	1	yes	1	5	1	0	2	10	no	0	1	10
69	5	5	2	Malaysia	1	1	5	2	2	no	2	no	1	4	2	0	12	0	yes	0	1	12
69	5	5	2	Malaysia	1	1	6	4	2	no	2	no	1	5	2	0	8	4	yes	0	1	8
69	5	5	2	Malaysia	1	1	7	5	1	yes	1	yes	1	3	1	0	4	8	no	0	1	8
69	5	5	2	Malaysia	1	1	10	9	1	yes	1	yes	1	6	1	0	2	10	no	0	1	10
69	5	5	2	Malaysia	1	1	11	10	1	yes	2	no	0	4	1	0	4	8	no	1	1	8
69	5	5	2	Malaysia	1	1	12	11	2	no	1	yes	0	6	2	0	10	2	yes	1	1	10
69	5	5	2	Malaysia	1	1	13	12	2	no	2	no	1	6	2	0	10	2	yes	0	1	10
69	5	5	2	Malaysia	1	1	14	13	2	no	1	yes	0	6	2	0	10	2	yes	1	1	10
69	5	5	2	Malaysia	1	1	15	14	2	no	2	no	1	6	2	0	10	2	yes	0	1	10
69	5	5	2	Malaysia	1	1	16	15	1	yes	1	yes	1	4	1	0	2	10	no	0	1	10
69	5	5	2	Malaysia	1	1	18	17	1	yes	1	yes	1	3	1	0	4	8	no	0	1	8
69	5	5	2	Malaysia	1	1	22	22	2	no	2	no	1	6	2	0	12	0	yes	0	1	12
69	5	5	2	Malaysia	1	1	23	23	1	yes	1	yes	1	1	2	1	0	12	no	0	1	12
70	5	4	1		1	2	4	1	1	yes	1	yes	1	5	1	0	0	12	no	0	1	12
